#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 262000      1.09e+01    7.40e+00      3.79e-02    3.74e-02      1.09e-01    7.40e-02    1.4e-07
 263000      5.45e+00    7.89e+00      4.08e-02    3.49e-02      5.45e-02    7.89e-02    1.4e-07
 264000      6.27e+00    3.51e+01      3.84e-02    7.20e-03      6.27e-02    3.51e-01    1.4e-07
 265000      1.81e+01    2.18e+01      6.94e-01    7.17e-02      1.81e-01    2.18e-01    1.2e-07
 266000      2.60e+01    1.96e+01      7.43e-02    4.93e-02      2.60e-01    1.96e-01    1.2e-07
 267000      1.90e+01    1.99e+01      4.93e-02    4.40e-04      1.90e-01    1.99e-01    1.2e-07
 268000      1.92e+01    1.74e+01      1.15e-02    6.65e-02      1.92e-01    1.74e-01    1.2e-07
 269000      1.25e+01    1.44e+01      2.34e-02    2.80e-02      1.25e-01    1.44e-01    1.2e-07
 270000      1.23e+01    3.80e+00      2.92e-02    4.21e-02      1.23e-01    3.80e-02    9.8e-08
 271000      1.20e+01    2.91e+01      3.71e-02    1.32e-02      1.20e-01    2.91e-01    9.8e-08
 272000      3.51e+01    1.81e+01      4.09e-02    3.43e-02      3.51e-01    1.81e-01    9.8e-08
 273000      8.66e+00    1.01e+01      3.80e-02    3.46e-02      8.66e-02    1.01e-01    9.8e-08
 274000      1.93e+01    1.87e+01      5.59e-03    5.25e-02      1.93e-01    1.87e-01    9.8e-08
 275000      8.70e+00    1.00e+01      3.71e-02    4.17e-02      8.70e-02    1.00e-01    8.3e-08
 276000      5.14e+00    2.12e+01      4.16e-02    6.64e-02      5.14e-02    2.12e-01    8.3e-08
 277000      9.08e+00    1.31e+01      4.82e-02    3.88e-02      9.08e-02    1.31e-01    8.3e-08
 278000      1.85e+01    1.14e+01      3.87e-02    6.99e-02      1.85e-01    1.14e-01    8.3e-08
 279000      1.82e+01    9.68e+00      9.07e-02    6.98e-02      1.82e-01    9.68e-02    8.3e-08
 280000      9.03e+00    3.30e+01      8.42e-02    1.37e-01      9.03e-02    3.30e-01    7.0e-08
 281000      1.02e+01    8.29e+00      3.69e-02    6.21e-02      1.02e-01    8.29e-02    7.0e-08
 282000      3.83e+01    1.31e+01      1.65e-02    8.93e-02      3.83e-01    1.31e-01    7.0e-08
 283000      3.40e+01    6.01e+00      5.15e-01    1.34e-01      3.40e-01    6.01e-02    7.0e-08
 284000      1.12e+01    1.42e+01      3.56e-02    1.28e-01      1.12e-01    1.42e-01    7.0e-08
 285000      1.48e+01    1.61e+01      3.72e-02    5.44e-01      1.48e-01    1.61e-01    5.9e-08
 286000      1.77e+01    8.17e+00      4.41e-02    3.89e-02      1.77e-01    8.17e-02    5.9e-08
 287000      2.06e+01    1.32e+01      3.62e-02    8.62e-02      2.06e-01    1.32e-01    5.9e-08
 288000      3.33e+01    2.20e+01      7.10e-02    3.49e-04      3.33e-01    2.20e-01    5.9e-08
 289000      1.81e+01    1.52e+01      3.06e-02    4.80e-02      1.81e-01    1.52e-01    5.9e-08
 290000      3.12e+01    1.61e+01      7.59e-02    3.51e-02      3.12e-01    1.61e-01    4.9e-08
 291000      1.31e+01    2.26e+01      8.84e-02    1.37e-02      1.31e-01    2.26e-01    4.9e-08
 292000      2.09e+01    2.76e+01      6.70e-02    4.53e-02      2.09e-01    2.76e-01    4.9e-08
 293000      6.06e+00    1.28e+01      4.59e-02    1.27e-02      6.06e-02    1.28e-01    4.9e-08
 294000      8.21e+00    1.84e+01      3.88e-02    4.49e-02      8.21e-02    1.84e-01    4.9e-08
 295000      2.63e+01    1.96e+01      5.09e-02    2.80e-02      2.63e-01    1.96e-01    4.2e-08
 296000      1.21e+01    2.33e+01      3.63e-02    1.58e-02      1.21e-01    2.33e-01    4.2e-08
 297000      1.71e+01    2.71e+01      1.33e-02    4.35e-02      1.71e-01    2.71e-01    4.2e-08
 298000      2.37e+01    2.10e+01      2.17e-02    2.33e-02      2.37e-01    2.10e-01    4.2e-08
 299000      2.05e+01    9.77e+00      5.76e-03    3.60e-02      2.05e-01    9.77e-02    4.2e-08
 300000      1.88e+01    1.30e+01      8.27e-03    1.06e-01      1.88e-01    1.30e-01    3.5e-08
