# Time-averaged data for fix AVE_zz
# TimeStep c_stress_Au1[3] c_stress_Au2[3] c_stress_Au3[3] c_stress_Au4[3] c_stress_Au5[3] c_stress_Au6[3] c_stress_Au7[3] c_stress_Au8[3] c_stress_Au9[3] c_stress_Au10[3] c_stress_Au11[3] c_stress_Au12[3] c_stress_Au13[3] c_stress_Au14[3] c_stress_Au15[3] c_stress_Au16[3] c_stress_Au17[3] c_stress_Au18[3] c_stress_Au19[3] c_stress_Au20[3] c_stress_Au21[3] c_stress_Au22[3] c_stress_Au23[3] c_stress_Au24[3] c_stress_Au25[3] c_stress_Au26[3] c_stress_Au27[3] c_stress_Au28[3] c_stress_Au29[3] c_stress_Au30[3] c_stress_Au31[3] c_stress_Au32[3] c_stress_Au33[3] c_stress_Au34[3] c_stress_Au35[3] c_stress_Au36[3] c_stress_Au37[3] c_stress_Au38[3] c_stress_Au39[3] c_stress_Au40[3] c_stress_Au41[3] c_stress_Au42[3] c_stress_Au43[3] c_stress_Au44[3] c_stress_Au45[3] c_stress_Au46[3] c_stress_Au47[3] c_stress_Au48[3] c_stress_Au49[3] c_stress_Au50[3] c_stress_Au51[3]
1062000 3743.23 2124.39 2932.98 898.687 -1333.35 -2454.45 -2645.14 -958.825 2141.68 2684.86 1471.44 -3336.59 -9314.97 -9277.3 -9137.36 -8912.31 -6963.07 -7612.69 -8031 -7071.61 -5675.48 -8171.12 -6632.45 -5302.54 -8464.23 -9691.05 -11275.4 -8837.67 -2297.29 4809.71 4347.89 3032.45 3199.91 4239.2 6806.26 6408.44 4831.64 5526.88 8276.12 5880.24 6771.46 5810.68 6661.69 5337.12 8220.13 6378.08 4436.39 3751.9 5496.41 4964.89 2668.52
1064000 -4460.57 -3980.25 -5414.83 -6354.42 -2041.13 -208.656 -3692 -5914.4 -9441.99 -13139.1 -10349.9 -3763.14 -1890.75 -655.638 -3032.13 -3292.66 -1435.2 -1658.09 -4306.37 333.646 960.869 2109.6 3875.63 6813.83 7876.35 9218.45 12001.1 14893.9 10237.7 5301.13 4435.07 6120.41 6714.14 7637.76 8120.51 7580.55 5369 1443.24 -1934.87 -1234.62 217.057 1205.22 974.637 -2663.27 -5660.14 -6251.75 -4300.88 -1495.74 -2811.88 -4079.63 -4487.99
1066000 9618.92 3028.22 2542.99 4898.43 3368.05 2931.33 4698 6621.96 7092.52 9294.89 8815.25 9378.84 9352.64 9573.77 11970.5 12071 8345.57 10564 11429.6 6519.37 4054.48 5249.48 3271.49 824.463 2032.63 1145.73 -3814.95 -6991.45 -8598.61 -8285.81 -9479.69 -10961.2 -9532.87 -11862 -14604.1 -16154.7 -11662.8 -8092.56 -7307.73 -5277.55 -4898.52 -8788.07 -9814.81 -6124.54 -1563.54 1411.07 -1319.14 -3674.85 -3583.78 -1355.47 -4443.09
1068000 151.236 1616.96 252.931 -1972.48 -1399.33 35.8805 199.408 2278.37 3760.42 1137.81 -2871.91 -3560.67 -5711.42 -6838.24 -8990.76 -8458.48 -8355.29 -8690.5 -9390.13 -5847.72 -6085.56 -6782.71 -8339.85 -8818.6 -11274.3 -12736.7 -9188.95 -6105.14 -926.424 131.507 2617.5 5060.37 2404.24 3760.06 5994.94 6769.78 5484.71 6212.29 8052.93 6107.07 6401.53 9769.17 7364.32 8877.2 8785.78 6985.51 5948.08 5741.86 5496.85 6496.93 7746.55
1070000 -7173.28 -4235.75 -4790.56 -2571.34 -1720.96 -3829.6 -5796.85 -7861.86 -11489.5 -10588.5 -6212.18 -2618.25 -2047.11 -4349.38 -5382.53 -4776.3 -1895.1 -1229.67 -2720.19 -2017.91 300.238 3078.56 4846.01 7407.14 9575.98 10738.4 9825.8 11448.8 11276.1 6326.96 7156.46 5825.67 6871.62 8012.91 7882.54 8649.39 6995.32 861.507 329.172 -221.915 -1119.14 1629.92 -347.503 -3618.55 -7632.74 -6537.74 -4431.51 -1376.65 -1774.98 -5510.94 -4216.74
1072000 3360.41 1948.48 3946.49 5377.96 4930.5 4184.23 3641.41 5056.96 7675.26 9187.88 7951.32 6833.69 6197.23 8689.24 13968.7 14076.7 11141.7 10677.2 9252.44 7190.82 6283.88 4062.79 2996.31 2988.76 689.697 657.379 -2282.46 -7682.76 -6726.83 -4977.71 -8103.64 -11603 -11833.9 -13404.3 -11793.5 -13466.2 -11870.6 -8568.68 -8644.8 -7625.17 -7366.05 -9064.44 -9814.84 -5234.87 -651.058 -22.4171 -1909.78 -4085.21 -2950.39 -1717.83 -4157.75
1074000 8825.59 3726.43 1738.84 -1473.19 -1500.36 -516.356 2611.65 4934.72 3891.94 211.175 -2276.71 -1067.34 -1236.65 -2246.2 -9410.88 -10285.7 -11049.1 -10141.4 -7682.43 -3395.02 -3047.76 -5669.77 -7176.5 -11291 -11469.1 -11070 -6571.76 -2304.09 -3583.26 -3784.05 995.222 5196.17 6655.58 4609.12 4349.43 4736.58 5486.07 6438.51 6656.92 8437.61 5898.68 8800.53 8535.33 7312.53 6722.13 5567.28 4112.35 5439.07 4838.15 5888.71 4122.98
1076000 -8499.75 -8755.95 -5220.26 -2791.25 -3851.4 -5353.14 -9370.13 -11626 -11322.5 -8721.4 -7033.19 -6272.41 -7584.86 -4478.8 -3681.06 -4962.9 -2467.54 882.5 -811.823 -2062.45 -657.243 1029.65 3108.15 7205.07 11709.1 9729.86 9831.4 7955.97 9008.21 8120.29 6066.96 4686.02 6374.03 5378.06 7070.34 7649.6 4381.68 2914.21 2265.1 1288.19 1901.39 225.808 -1907.39 -711.042 -2555.11 -3810.22 -1360.62 -479.973 -2565.25 -4235.1 -2343.51
1078000 404.112 3744.23 4991.56 3901.41 4032.27 5507.96 5651.75 5062.5 5361.55 6947.36 8319.69 8249.52 6896.98 7072.81 11670.3 14290.4 13107.4 10974.4 5011.68 3330.7 3439.92 4009.53 5225.52 2087.26 293.165 -1294.3 -3312.38 -3864.18 -4045.48 -3958.99 -4931.71 -9569.61 -13333.8 -11850.8 -10274.2 -10129.2 -7610.83 -6615.61 -10543.8 -12134.7 -9041.53 -7830.32 -6209.4 -4224.51 -3677.38 -2028.26 -2678.62 -4306.51 -4671.87 -3978.76 1724.36
1080000 84.5313 2197.09 -160.689 900.303 159.736 -244.49 2109.99 3340.61 4197.73 3281.94 232.69 -563.372 1710.39 -1982.92 -7407.56 -9126.28 -12421.1 -10994.7 -5286.66 -1237.78 -2931.21 -5722.3 -8834.8 -10971.8 -8737.51 -9104.16 -5952.87 -3670.14 -3798.94 -4832.78 -1961.33 2007.56 5133.17 7499.7 4782.34 3144.63 2680.1 3117.34 7978.05 8182.25 4631.29 5786.82 6283.07 5822.38 4556.18 3597.64 4178.96 6745.06 6233.76 5288.34 9122.16
1082000 -11930 -1856.68 -3878.54 -6339.91 -6215.58 -6746.11 -9183.22 -7719.81 -8371.66 -6693.2 -7926.07 -7519.21 -7924.37 -6234.7 -4666.72 -4706.78 -2269.49 1330.15 -790.127 -1489.45 2334.51 2461.62 3839.56 4037.91 5187.51 9581.55 11090 7622.21 6714.77 8873.43 7200.79 9027.08 7312.34 3698.24 4212.77 4549.68 5677.65 3956.95 4403.45 4630.79 2649.27 -139.842 -2861.44 -2294.49 -440.956 -718.557 -649.961 -3391.08 -3174.94 -3764.69 3210.27
