# Time-averaged data for fix AVE_xx
# TimeStep c_stress_Au1[1] c_stress_Au2[1] c_stress_Au3[1] c_stress_Au4[1] c_stress_Au5[1] c_stress_Au6[1] c_stress_Au7[1] c_stress_Au8[1] c_stress_Au9[1] c_stress_Au10[1] c_stress_Au11[1] c_stress_Au12[1] c_stress_Au13[1] c_stress_Au14[1] c_stress_Au15[1] c_stress_Au16[1] c_stress_Au17[1] c_stress_Au18[1] c_stress_Au19[1] c_stress_Au20[1] c_stress_Au21[1] c_stress_Au22[1] c_stress_Au23[1] c_stress_Au24[1] c_stress_Au25[1] c_stress_Au26[1] c_stress_Au27[1] c_stress_Au28[1] c_stress_Au29[1] c_stress_Au30[1] c_stress_Au31[1] c_stress_Au32[1] c_stress_Au33[1] c_stress_Au34[1] c_stress_Au35[1] c_stress_Au36[1] c_stress_Au37[1] c_stress_Au38[1] c_stress_Au39[1] c_stress_Au40[1] c_stress_Au41[1] c_stress_Au42[1] c_stress_Au43[1] c_stress_Au44[1] c_stress_Au45[1] c_stress_Au46[1] c_stress_Au47[1] c_stress_Au48[1] c_stress_Au49[1] c_stress_Au50[1] c_stress_Au51[1]
1062000 -461.749 168.999 -2450.79 -938.701 -815.321 -4096.96 -3439.37 -1678.66 -6083.37 3111.82 1201.17 -3199.48 -2557.35 -1554.55 -6053.19 -5550.35 -4328.1 -1277.75 -6772.84 -3454.02 -1978.61 -5629.95 -3550.26 -6615.57 -4994.92 -4846.5 -6235.89 -5095.11 351.257 3517.37 3012 -1372.6 375.528 2432.25 1629.95 4268.3 3995.32 4683.52 4706.03 2769.57 2132.01 9604.64 4973.3 5387.7 5368.52 5558.22 3843.78 5642.08 3053.45 2443.8 9075
1064000 8744.96 -1254.39 -3791.38 -4087.68 423.209 -2566.3 -1333.31 -9456.31 -5223.37 -12039.2 -6946 -2174.28 1569.37 666.032 -4251.08 -5321.03 -1483.94 -336.917 2064.72 942.636 794.872 -2758.13 3533.64 2930.23 5596.09 7415.21 7637.71 6460.49 8498.64 3334.96 4904.8 4622.86 3437.41 6426.72 4323.08 4813.98 3877.06 743.148 -2123.24 -244.089 -2197.08 -1226.5 3208.57 -1522.01 -3985.29 -3814.29 -100.016 -2083.68 -3156.43 -1875.73 -12804.9
1066000 10325.4 1743.6 300.129 5286.66 3741.14 1451.62 1810.67 1394.27 5148.35 3975.14 5661.9 2536.7 6108.19 3694.2 7211.79 3253.22 6244.24 4757.48 5645.05 369.461 5686.45 2852.04 -2125.13 1942.14 604.708 2764.02 -2918.05 -4185.78 -5123.14 -5441.93 -4887.51 -5046.4 -5519.34 -7334.28 -4537.3 -7262.45 -8542.9 -8354.42 -2803.01 -2889.91 -4563.78 -4421.49 -5169.18 -4181.78 2551.62 810.823 -384.971 -1845.84 -2611.62 -121.694 -5802.17
1068000 6227 3128.85 652.146 -2150.12 -720.41 -979.073 -81.2467 723.499 2764.25 -4826.78 953.162 -5963.89 -6066.38 -5809.29 -5640.31 -7252.34 -9266.46 -7548.8 -1931.43 -7466.97 -2206.24 -4366.89 -5837.55 -1694.9 -5406.3 -5605.48 -7770.04 537.948 -1577.57 -2194.25 749.033 1574.68 4385.79 2016.78 8224.68 5204.05 4689.71 5503.79 5035.9 2370 6254.88 4353.66 3584.99 5556.49 7140.29 5066.08 6504.84 5738.18 5154.36 3489.92 -403.419
1070000 1477.36 -2454.71 -924.766 -954.745 -3624.63 -6796.82 -4691.44 -6962.86 -4358.69 -3955.99 -2805.49 821.769 -1544.27 -5006.78 -6901.54 -3362.97 -1559.43 -3005.09 -4213.09 -1989.58 1879.41 -199.557 2359.69 5165.94 7294.73 9084.07 11057 8602.88 5030.4 5319.34 3775.58 6556.4 4191.03 6484.73 3115.28 6784.23 3908.91 -828.746 2255.85 -703.219 851.285 -5413.77 -453.135 -5825.58 -4667.96 -5124.39 -310.177 -2161.2 -448.011 -2906.45 -9903.93
1072000 -2889.46 2838.1 3275.58 3046.07 -92.4357 977.78 3667.64 3372.56 9668.33 5210.55 6142.28 7460.95 5803.09 5415.01 8362.46 6737.53 6205.06 7101.03 57.8715 4109.47 4792.5 3889.54 2716.19 2657.64 -2024.99 -4050.9 -2481.32 -4657.88 -4596.86 -2851.52 -6270.69 -5612.56 -6590.56 -4099.39 -7834.35 -8076.5 -5368.62 -6325.61 -4324.07 -5406.32 -3040.51 -8398.18 -5865.57 -4265.43 -3423.96 2145.37 -1995.5 -2323.34 -977.308 -332.641 6622.96
1074000 9485.76 3359.92 -1197.06 -574.343 1298.38 -3690.61 2195.63 5582.57 6438.13 2293.93 2743.49 1351.27 1433.75 -2810.19 -5805.27 -9953.12 -9067.58 -11784.5 -8158.96 -5442.67 -4784.43 -3991.82 -9320.46 -8114.32 -12050.6 -8341.03 -3544.92 726.55 485.257 1728.92 2446.24 3121.32 1046.18 6109.33 813.265 2033.39 5118.97 2999 5885.94 4003.78 2479.28 557.738 7895.29 7647.65 6523.55 7125.45 3076.41 2660.47 5219.87 3362.3 -1205.65
1076000 -7752.5 -1183.85 -5580.95 -1383.79 -874.914 -3204.92 -5045.95 -4875.73 -6344.06 -2203.95 3524.97 -4994.59 -6816.35 -6947.82 -1389.14 -3474.38 -4358.76 -7091.52 -1897.66 -1619.69 -3502.82 -3619.83 -573.064 4302.79 5028.88 10284.9 5543.79 8749.49 8389.06 7993.12 1859.85 1088.67 4035.23 6149.96 5363.55 -533.065 2554.32 -3306.28 652.887 -2864.28 1661.49 87.4437 3535.91 1165.85 -1411.34 3060.62 1772.5 -1502.06 2128.47 -887.134 -2013.5
1078000 11493.2 7325.11 4465.23 5797.58 4473.84 6883.63 4892.63 4246.88 509.973 5139.59 7723.96 3924.82 578.353 1202.4 6666.94 7530.8 8350.78 5068.65 8755.23 4904.45 1784.81 3413.67 3085.6 -515.173 -1925.15 140.205 514.575 -928.17 458.663 -2641.18 -6592.53 -7886.07 -8203.14 -8200.45 -4533.45 -7187.52 -7899.75 -4550.59 -7926.6 -9119.17 -7295.07 -5515.29 -1609.3 -2979.9 -5678.14 -1509.47 -1241.13 -997.646 1009.23 -1172.28 -7782.98
1080000 9149.02 2452.42 3034.8 271.444 -22.594 667.245 3497.05 -357.258 1029.15 26.4682 -166.768 385.349 -1047.36 -313.129 -7420.42 -8952.66 -7283.48 -6885.83 -5900.28 -2675.33 -3816.87 -5537.64 -7613.15 -4392.79 -5267.88 -3433.07 -3844.46 -4393.32 -3566.92 -2389.29 -1095.3 -1077.98 2752.4 3877.51 3821.41 3896.69 569.372 2783.45 4898.23 7552.67 275.322 1691.31 4962.93 6595.43 -70.735 -76.3175 2917.86 3630.06 6710.94 6061.85 -959.252
